No.,Word,Valence_Mean,Valence_SD,Arousal_Mean,Arousal_SD,Frequency
3456,虔敬,6.5,0.632,3.6,0.97,9
3457,守信,6.6,0.583,3.5,0.894,0
3458,喜感,7.2,0.51,5.2,0.51,9
3459,有效率,7,0.707,4.4,1.463,0
3460,率真,6.3,0.812,4.3,1.249,0
3461,自勉,6.2,1.208,5,1.14,0
3462,微微,5,0,2,0.707,31
3463,安好,6.2,0.6,3.6,0.374,0
3464,明晰,5.7,0.4,3,0.949,9
3465,雄辯,5.4,1.393,6.3,1.327,0
3466,恆心,6.5,0.632,4.5,2.049,19
3467,奮進,7.4,0.663,6.8,1.166,0
3468,輕輕鬆鬆,6.6,0.374,4.9,1.356,12
3469,謙遜,6.4,0.86,3.5,0.775,9
3470,安於,5.3,0.51,2.9,0.49,12
3471,心滿意足,7.3,0.748,5.5,1.342,18
3472,活著,5.7,0.748,4.8,1.749,0
3473,愜意,6.6,0.735,3.9,1.715,14
3474,溫文儒雅,6.3,0.4,3.1,0.8,0
3475,傳奇性,6.3,1.077,4.4,2.059,11
3476,忘不了,5.5,0.632,3.9,1.685,25
3477,可親,5.9,0.663,3.9,1.02,0
3478,長進,6.2,0.4,4.7,1.327,8
3479,恩人,6.8,0.51,3.5,1.612,0
3480,覺察,5.1,0.2,3.9,1.068,10
3481,情投意合,6.9,0.86,5.2,1.6,0
3482,賢人,6.5,0.632,2.7,0.98,0
3483,俘獲,5.1,1.281,4.2,1.86,0
3484,你儂我儂,6.8,0.678,6.2,1.077,0
3485,引吭高歌,6.4,1.2,6.9,0.735,0
3486,目眩,4.3,0.872,4.2,1.288,12
3487,入神,5.5,0.447,3,0.548,0
3488,心心相印,6.7,0.748,4.5,0.447,0
3489,稱心,6,0,3.4,1.356,0
3490,肝膽相照,6.5,0.447,6.2,1.47,0
3491,甜甜蜜蜜,7.1,0.374,6.7,0.6,0
3492,賢淑,6.6,0.583,3,1.225,0
3493,言歸於好,6.2,0.678,4,0.894,0
3494,貞潔,6.2,1.166,2.7,1.077,0
3495,廢寢忘食,4.9,0.97,5.4,1.068,0
3496,獨創性,5.7,0.51,4.3,1.778,0
3497,稀罕,5.4,0.86,4.4,1.497,0
3498,意味深長,5.7,0.51,4.5,1,0
3499,施恩,6.2,0.4,3.7,1.47,0
3500,癡狂,5.7,1.249,7.7,0.51,0
3501,虔信,6.2,0.748,4.6,1.241,0
3502,入迷,6.1,0.917,5.4,1.356,15
3503,有權,5.8,1.208,4.8,2.04,0
3504,物廉價美,7,0.707,4.9,0.8,0
3505,悠哉,6.4,0.97,3.3,0.6,0
3506,練成,5.7,0.748,3.4,1.393,0
3507,盛年,6,0.707,3.8,1.288,0
3508,安安靜靜,5.6,0.374,2.2,0.678,10
3509,騰躍,7,0.632,7,0.707,0
3510,滿面春風,7.6,0.583,7.1,0.663,0
3511,儒雅,5.9,0.2,2.8,0.748,0
3512,安睡,5.6,0.49,2.2,0.98,0
3513,愛憐,6.2,0.245,3.6,0.8,0
3514,癡心,5.8,0.6,6.1,0.663,0
3515,神氣活現,7.7,0.4,7,0.632,8
3516,賢慧,6.8,0.812,3.3,1.166,0
3517,勳績,7.1,0.917,4.8,2.542,0
3518,出神,6.5,0.775,4.8,1.03,12
3519,適得其所,6.3,0.6,4.3,0.748,0
3520,一吐為快,5.7,0.678,6.4,0.583,0
3521,日久生情,6.5,0.447,5.4,0.97,0
3522,古雅,6,0.707,3,1.265,0
3523,足智多謀,7.7,0.812,5.2,0.748,0
3524,順當,5.7,0.4,3.2,1.166,0
3525,謙恭有禮,6.6,0.49,3.9,0.49,0
3526,心花怒放,7.2,0.678,7.2,0.927,0
3527,切題,5.3,0.4,3.1,1.428,0
3528,嘻嘻哈哈,5.6,1.02,6.1,1.2,9
3529,抒懷,5.7,0.4,3,1.095,0
3530,自滿,4.5,2.121,5.7,1.887,16
3531,惡行,2.6,0.583,5.8,1.568,10
3532,奴隸,3.2,0.51,4.2,1.288,52
3533,孤獨,3.7,0.51,2.9,1.497,97
3534,雜草,4.7,0.872,2.3,1.4,18
3535,惶恐,3.3,0.6,6.8,0.4,26
3536,抹煞,3.8,0.678,5.9,1.068,15
3537,一往情深,6.7,0.51,6.6,0.86,0
3538,戰無不勝,7.9,0.8,7.5,0.447,0
3539,惠顧,5.6,1.158,4.3,0.927,0
3540,豪勇,6.6,0.583,5.8,1.503,0
3541,愛人如己,6.9,0.583,5.8,1.03,0
3542,坦直,6.2,0.51,4.2,0.98,0
3543,嬌美,6.7,0.6,3.8,1.03,0
3544,鑒別力,5.4,0.583,3.8,1.166,0
3545,心誠則靈,6.3,0.872,4.4,1.068,0
3546,妙不可言,6.9,0.97,5.6,0.8,0
3547,諧調,5.7,0.98,3.6,1.655,0
3548,精神百倍,7.5,0.894,7.4,0.735,0
3549,奢侈,3.4,1.194,5.5,0.5,35
3550,崩塌,2.9,0.894,7,1.173,14
3551,得不償失,2.4,0.894,7.3,1.304,21
3552,悽慘,1.7,0.447,6.1,1.245,11
3553,排山倒海,3.7,1.204,6.2,1.095,14
3554,一舉數得,7.4,1.084,6.3,1.304,8
3555,不相上下,6.2,0.837,5.8,0.837,16
3556,不礙事,4.9,0.548,4.5,0.866,0
3557,有過之而無不及,4.4,0.652,5.5,0.791,8
3558,夠格,7.4,1.14,6.8,1.304,6
3559,粗製濫造,3.2,0.908,5.7,1.204,7
3560,累贅,2.7,0.837,6.4,1.342,11
3561,聊勝於無,5.2,0.57,4.6,0.962,0
3562,莫名其妙,2.9,2.247,6.4,0.962,53
3563,陰霾,2.7,1.095,5.7,0.671,21
3564,得分,7.7,0.837,7.9,1.14,106
3565,從善如流,6.6,1.14,6,1.173,5
3566,深入淺出,6.9,1.025,5.3,1.204,11
3567,深厚,5.8,0.837,4.6,0.962,83
3568,清脆,5.3,0.447,4.1,1.084,24
3569,提心吊膽,2.9,0.962,8,0.935,13
3570,斑駁,4,0.707,4,0.935,15
3571,殘破,2.9,1.025,4.6,1.294,12
3572,殘缺,2.8,1.095,4,0.935,17
3573,渾濁,3.2,0.908,4.7,1.037,7
3574,盛大,7.5,1.061,6.8,1.304,50
3575,脫胎換骨,8.2,1.095,6.8,0.837,29
3576,處變不驚,5.9,0.894,5.4,0.962,5
3577,通風,5.4,1.14,3.9,1.14,36
3578,單純,6.4,1.14,3.6,1.14,240
3579,發病,2.9,0.894,7.2,1.095,38
3580,病發,2.9,0.894,7.2,1.095,8
3581,硬化,2.7,0.975,6,1.414,35
3582,稍嫌弱,3.4,0.894,4.6,1.517,0
3583,超弱,2.2,0.57,6.2,1.095,0
3584,華而不實,2.9,0.894,6.3,1.151,0
3585,循序漸進,6.8,1.037,4.9,1.342,13
3586,掌聲如雷,8,0.935,7.8,1.304,0
3587,游刃有餘,7.6,1.194,5,1.541,9
3588,無往不利,7,1,6.5,1.225,7
3589,絢爛奪目,7.2,1.095,7.1,1.194,0
3590,發瘋,3.2,1.095,7.1,1.245,15
3591,絞痛,3.1,1.14,8.3,0.975,4
3592,跑不動,4,0.707,5.7,1.396,0
3593,進退兩難,4.1,0.894,6.2,0.908,7
3594,亂七八糟,3.1,0.962,6.8,0.837,30
3595,超人,7.4,1.14,7.6,1.14,22
3596,週到,7.6,0.894,5.6,0.894,11
3597,進化,6.4,0.742,5.4,1.517,31
3598,開趴,6.9,1.14,7.9,1.14,0
3599,順耳,5.9,1.025,5,1.225,4
3600,微乎其微,4.3,0.975,3.9,0.894,18
3601,愚昧,2.9,0.894,6.2,0.908,23
3602,慌張,2.6,0.548,7.4,1.194,22
3603,摃龜,2.6,0.894,6,1.458,0
3604,暈倒,3.2,0.908,5.6,1.342,14
3605,勤快,7,0.707,5.3,1.304,11
3606,搞笑,6.5,1.118,6,1.458,5
3607,新穎,6.6,1.084,5.9,0.894,47
3608,源源不絕,6.5,1.118,5.8,1.351,8
3609,準時,6.7,0.975,4.4,1.342,51
3610,肆無忌憚,3.2,0.758,6.2,1.483,10
3611,腫起來,3.3,0.975,6.7,1.304,4
3612,腰酸背痛,3,0.612,6.9,1.517,0
3613,落單,3,1,5,1,6
3614,詭異,2.7,0.837,6.1,1.342,33
3615,欲振乏力,3,0.707,3.8,0.837,8
3616,猙獰,2,1.225,6.1,1.245,9
3617,猝死,1,0,8,1.225,5
3618,粗淺,3.6,1.14,3.2,1.304,13
3619,累人,3.5,0.5,5,1.225,5
3620,一覽無遺,6,1,4.8,1.304,5
3621,不遑多讓,6.2,1.255,4,1.581,7
3622,專心,7,1,3.4,1.517,125
3623,專注,7.1,1.025,3.6,1.342,89
3624,強有力,7.3,0.837,7.2,1.351,21
3625,強而有力,7.3,0.837,7.2,1.351,16
3626,粗線條,4.1,0.224,4.2,1.095,0
3627,勞民傷財,2.7,0.671,5.5,1.414,8
3628,單調,4,1,3.2,1.304,51
3629,惡名昭彰,1.2,0.447,6.6,1.14,5
3630,惱人,2.5,0.5,5.2,1.483,13
3631,得心應手,7.3,0.671,4.9,1.517,25
3632,深植人心,6.5,1.323,5.4,1.342,7
3633,清爽,6.9,0.894,4.9,1.342,22
3634,清清爽爽,6.9,0.894,4.9,1.342,0
3635,理所當然,6,1.225,4.9,1.517,74
3636,痊癒,7.2,1.304,4.9,1.636,41
3637,無以復加,3.8,1.304,6.1,1.14,0
3638,痛心疾首,2.1,0.894,8,1.458,6
3639,痠,4,0.707,5,1.414,5
3640,痠軟,3.4,0.652,4.6,1.475,0
3641,痠痛,2.6,0.894,6.1,1.517,4
3642,酸痛,2.6,0.894,6.1,1.517,19
3643,痠痠痛痛,2.6,0.894,6.1,1.517,0
3644,酸酸痛痛,2.6,0.894,6.1,1.517,0
3645,盛開,6.8,1.037,5.3,1.396,34
3646,得寵,7.7,0.447,6.8,1.151,5
3647,淺顯易懂,6.5,1,4.7,1.565,0
3648,脫穎而出,7.3,0.837,6.6,1.636,43
3649,復原,6.9,0.894,5.2,1.643,36
3650,發麻,3.7,0.447,4.6,1.342,5
3651,硬著頭皮,3.1,0.894,5.2,1.643,11
3652,詞不達意,3.1,1.342,4.7,1.643,0
3653,令人費解,3.6,0.894,4.3,1.204,0
3654,超兇,2.5,1.5,7.9,0.894,0
3655,無與倫比,7.8,1.304,7.3,1.255,7
3656,犀利,7.2,0.837,6.2,1.151,22
3657,硬挺,7.2,1.151,5.3,1.565,0
3658,童叟無欺,7,1.225,4,1.414,0
3659,絕佳,8.2,0.837,6.2,1.304,37
3660,超重,3.2,1.304,5,1.581,4
3661,亂掉,3.1,1.025,4.2,1.643,6
3662,傷痕累累,2.3,0.671,4,1.414,7
3663,傻眼,4.1,1.025,4.6,1.782,4
3664,塞車,3.3,0.671,4.4,1.517,45
3665,開懷,6.5,0.5,7.1,0.742,10
3666,順暢,7.4,0.894,6.2,1.304,38
3667,黃袍加身,7.6,1.194,7.4,1.342,0
3668,黑白分明,6,1.225,4.2,1.643,7
3669,傲人,7,0.707,6.4,1.517,15
3670,慌亂,3.1,0.894,6.3,1.304,25
3671,矮人一截,3.1,0.894,3.8,1.095,0
3672,碎裂,3.1,0.894,5.1,1.517,5
3673,稚嫩,5,0.707,3,1.414,8
3674,綁手綁腳,3.8,0.758,4.6,1.517,0
3675,勤勞,6.8,1.037,4,1.414,46
3676,煥然一新,7.4,0.548,6,1.414,21
3677,腳踏實地,6.4,0.822,4.4,1.342,22
3678,萬幸,7,0.791,5.8,1.304,5
3679,解渴,6.6,0.894,5.8,1.304,22
3680,腫痛,2.9,1.245,6.1,1.597,8
3681,載浮載沉,3.4,1.14,4,1.871,0
3682,載沉載浮,3.4,1.14,4,1.871,0
3683,過冷,2.9,1.025,4.7,1.483,0
3684,違和,3.8,0.274,4.2,1.643,0
3685,鼓噪,3.6,0.548,6.6,1.673,0
3686,單薄,3.2,1.304,3.1,1.432,12
3687,惡狠,1.9,0.742,6,1.414,0
3688,無言,3.2,1.037,4.2,1.304,33
3689,發霉,2.4,1.14,4.4,1.557,6
3690,超時,3.1,1.342,5.5,1.414,0
3691,清醒,6.2,1.095,3.7,1.396,66
3692,爽玩,7.6,1.14,6.9,1.673,0
3693,盛裝,7.1,0.894,4.9,1.517,9
3694,無所不包,6.8,1.304,4.9,1.245,0
3695,萬眾矚目,8.7,0.447,7.6,1.14,0
3696,過載,2.9,1.14,5.8,1.351,0
3697,墊底,1.9,1.025,4.8,1.351,8
3698,寥寥無幾,2.8,1.037,4.3,1.396,5
3699,屢見不鮮,3.9,0.652,3,1.275,15
3700,彆扭,3.2,1.037,5,1.458,0
3701,萬無一失,8,0.612,3.4,1.14,8
3702,遊刃有餘,7.7,1.037,3,1.458,0
3703,道地,6.6,1.084,2.7,1.483,33
3704,道道地地,6.6,1.084,2.7,1.483,9
3705,飽和,5.4,1.14,3.2,1.44,35
3706,鼎鼎大名,7.8,0.837,6.8,1.351,6
3707,漏氣,3.3,0.837,5.9,1.475,13
3708,慘不忍睹,1.8,0.908,6.6,1.14,16
3709,遙遙無期,2.7,1.304,4,1.414,8
3710,遜,2.2,1.304,6.5,1.414,10
3711,酷寒,3.5,1.118,4.3,1.204,0
3712,有助於,6.5,1.173,3.2,1.44,180
3713,念念不忘,6.2,1.304,4.7,1.396,17
3714,壽終正寢,2.5,1.414,3.9,1.432,5
3715,實事求是,6,0.935,3.3,1.204,12
3716,旗鼓相當,7.3,1.204,5,1.581,6
3717,酸澀,3.2,1.304,4.9,1.517,0
3718,頗重,4.3,1.255,5,1.541,0
3719,鼻塞,3.2,1.151,2.8,0.837,6
3720,嘩然,3.1,1.342,6.8,1.304,0
3721,嘴硬,3,1.225,5.9,1.597,0
3722,稱霸,7.3,1.204,7.7,0.975,17
3723,精闢,7,0.354,5.3,1.565,14
3724,綽綽有餘,7.2,1.304,3,1.369,7
3725,貌美,7.4,1.14,4.3,1.204,19
3726,赫赫有名,7.7,1.304,6.4,1.342,5
3727,標新立異,6.3,1.304,5.6,1.517,10
3728,潦草,3.2,1.037,3.6,1.387,5
3729,潮溼,3.5,1.323,3.6,1.342,21
3730,潮濕,3.5,1.323,3.6,1.342,34
3731,熱死,2.1,0.894,6.4,1.517,0
3732,皺巴巴,2.5,1.118,4.1,1.245,0
3733,酷炫,6.8,1.304,5.3,1.204,0
3734,頗多,6.2,1.095,3.4,1.294,18
3735,賣力,6.3,0.975,6.7,1.304,36
3736,銳減,3.5,1,4.6,1.387,30
3737,駝背,3.1,0.548,2.5,1.581,9
3738,魯莽,2.7,1.095,5.6,1.14,0
3739,壅塞,2.6,0.894,5.4,1.342,17
3740,糗爆,2,1.061,6.8,1.304,0
3741,銳利,6.5,1,4.9,1.432,17
3742,憨厚,5.6,0.962,3.3,1.204,13
3743,整齊劃一,6.2,1.095,2.7,1.204,0
3744,曇花一現,4.1,0.742,5.1,1.342,22
3745,樸實,5.9,0.742,2.2,1.095,34
3746,龜裂,3.9,0.894,3.9,1.245,12
3747,嚇人,2.3,0.908,6.6,1.387,24
3748,縮水,3.3,0.975,4.9,1.342,20
3749,醜陋,2,1.173,5.9,1.245,27
3750,斷線,2.3,1.304,5.4,1.517,4
3751,無緣,3.4,0.894,3.1,1.432,28
3752,發癢,3.6,0.962,4.9,1.245,4
3753,超現實,4.3,0.975,6.2,1.351,18
3754,腫脹,3.9,0.894,5.1,1.517,22
3755,過氣,3,1,4,1.414,8
3756,清新,6.6,0.822,3.9,1.342,82
3757,無傷大雅,5.1,0.548,2.2,0.837,9
3758,貼切,5.9,0.548,3.6,1.517,35
3759,超強,8,0.791,8,1,22
3760,勤儉,6.8,1.037,2.9,1.597,9
3761,慘兮兮,2.4,0.962,6,1.541,0
3762,慚愧,2.5,1.225,5.1,1.557,51
3763,慵懶,4.2,0.837,2.6,1.517,25
3764,漏水,3.1,0.894,4.2,1.483,15
3765,漫長,3.7,0.447,3,1.414,72
3766,飽滿,6.2,0.274,3.3,1.565,27
3767,嘆為觀止,7.5,1,7.8,1.151,13
3768,嘔心瀝血,7.4,0.962,6.1,1.432,4
3769,圖文並茂,7.6,0.894,5.9,1.245,7
3770,有利於,7.7,0.908,5.1,1.342,50
3771,熄火,3.4,1.342,4.8,1.304,7
3772,聞之色變,3,1,6.6,1.14,0
3773,蒼老,2.9,0.894,3.3,1.483,8
3774,說不過去,3,0.707,5.1,1.14,7
3775,遙不可及,3.7,0.975,4.6,1.557,13
3776,實實在在,7,1.173,3.1,1.342,13
3777,暢銷,7.8,1.037,6.2,1.351,60
3778,滴水不漏,7.2,0.274,4.3,1.565,4
3779,稱職,8,0.707,3.8,1.304,16
3780,精采,8.5,0.707,7.1,1.597,101
3781,層出不窮,4.4,0.652,6.1,0.894,41
3782,憔悴,2.7,0.908,3.9,1.245,22
3783,撐不住,2.6,0.652,5.7,1.605,0
3784,撲朔迷離,4,0.791,3,1.541,11
3785,暫緩,4.3,1.095,2.8,1.304,32
3786,輕而易舉,6.8,0.908,4.8,1.525,13
3787,魂牽夢縈,5.8,1.304,4.3,1.483,0
3788,緊鑼密鼓,5.7,0.671,6.2,1.351,10
3789,與眾不同,6.8,0.837,5.9,0.894,35
3790,遠大,6.8,0.837,5.7,0.671,29
3791,瘙癢,4,0.612,5.7,1.44,0
3792,皺掉,3.6,0.962,4.4,1.342,0
3793,膚淺,2.7,0.671,4,1.458,25
3794,賠錢,2.4,0.652,5.8,1.351,23
3795,醉倒,2.1,0.742,6,1.541,8
3796,頗負盛名,7.3,0.758,6.9,1.245,0
3797,厲害,7.3,0.671,7.3,1.037,198
3798,寬敞,7.1,0.548,4,1.225,40
3799,憂喜參半,4.8,0.447,5.5,1.225,0
3800,數一數二,7.1,1.245,7.1,1.084,13
3801,遺漏,3.6,0.652,3.5,1.414,23
3802,險峻,3.4,1.673,5.4,1.475,17
3803,頭暈目眩,3.3,0.671,4.9,1.517,0
3804,頹廢,2.6,0.548,2.8,0.837,21
3805,駭人聽聞,2.3,0.975,6.8,1.151,13
3806,歷久不衰,7.2,1.255,4.6,0.894,12
3807,激挺,6.5,1.118,7.3,1.304,0
3808,縝密,6.5,1.275,3.8,1.304,10
3809,親民,6.9,0.894,3.5,1.5,6
3810,醒目,6.3,0.447,6.6,1.194,30
3811,嚇歪,2.9,1.025,7.4,1.517,0
3812,斷斷續續,3.7,0.758,3.8,1.44,13
3813,翻車,2.2,0.758,7.5,1.414,0
3814,藏污納垢,1.9,0.742,6,1.225,0
3815,雜七雜八,2.7,1.037,5.2,1.304,7
3816,無解,2.6,1.14,4.7,1.304,9
3817,超速,3.2,1.304,7.5,1.5,12
3818,過熟,4.4,1.517,5,1.414,0
3819,雞婆,3,1.061,6.2,0.908,0
3820,離奇,4.9,1.432,6.9,1.245,10
3821,無所遁形,5.8,0.837,3.6,1.342,4
3822,超群,7.5,1.118,6.3,0.671,9
3823,精純,7.9,0.652,3.9,1.245,6
3824,隨心所欲,6.5,1.414,3.3,1.483,18
3825,險勝,6.4,0.652,8.1,0.894,23
3826,壞掉,2.6,1.194,5.2,1.304,16
3827,爛掉,2.1,1.14,6,1,4
3828,礙手礙腳,2,0.707,5.2,1.44,6
3829,繪聲繪影,4.4,0.822,4.5,1.414,4
3830,難受,2,1.225,7.3,1.304,33
3831,優異,8.6,0.548,6.5,1,109
3832,趨之若騖,5.5,1.225,5.7,1.565,0
3833,鮮艷,7.2,1.037,4.3,1.396,30
3834,癒合,7.3,0.671,3.8,1.304,19
3835,簡便,7.2,1.151,3.2,1.643,28
3836,囉唆,3.2,1.304,6.8,1.643,7
3837,囉嗦,3.2,1.304,6.8,1.643,10
3838,囉囉唆唆,3.2,1.304,6.8,1.643,0
3839,囉囉嗦嗦,3.2,1.304,6.8,1.643,0
3840,彎腰駝背,3.2,1.351,2.6,1.517,0
3841,籠統,3.9,0.742,2,1,7
3842,髒兮兮,2.1,1.14,3.6,1.14,13
3843,髒汙,2.3,0.57,3.9,1.14,0
3844,穩紮穩打,7.7,0.975,2.6,1.517,4
3845,豐盈,6.8,0.758,3.8,1.304,16
3846,顧家,7.8,0.758,3.6,1.517,12
3847,鶴立雞群,8.2,1.304,6.2,1.304,4
3848,驚天動地,6.3,0.975,8.8,0.447,14
3849,變差,2.9,1.025,5.3,1.204,0
3850,變糟,2.2,0.908,5.6,1.557,0
3851,體無完膚,2,1.225,6.6,1.673,0
3852,枉費,3,1,6.3,1.483,6
3853,風靡,6.1,1.025,6.8,1.095,23
3854,兼備,6.7,1.204,3.6,1.342,13
3855,精簡,7.1,0.894,4.2,1.643,38
3856,緩解,6.5,1,3,1.414,8
3857,紓解,7.3,0.671,3.5,1.5,80
3858,盲從,3.1,1.245,5.3,1.483,9
3859,流失,3.2,0.57,4.8,1.304,89
3860,耐不住,3.6,1.14,7.2,0.57,0
3861,倚賴,4.2,1.44,4.1,1.342,22
3862,容納不下,2.8,1.643,4,1.225,0
3863,獨得,7,1,6.1,1.245,11
3864,擴增,6.7,1.204,5.1,1.025,49
3865,蟬聯,7.8,1.304,7.1,0.894,21
3866,跟不上,2.9,1.025,4.8,1.304,0
3867,鄙視,1.7,0.671,4.6,1.342,8
3868,歷盡滄桑,4,1,5.8,1.643,0
3869,激化,6,1.225,8,1.414,5
3870,迷上,5.1,1.342,7,1.061,16
3871,豐沛,7.2,0.447,3.8,1.643,15
3872,乾爽,6.4,1.084,2.3,1.304,0
3873,美觀,7.7,0.975,3.2,1.643,58
3874,變塌,3,0.707,4.2,0.837,0
3875,變濁,2.7,0.837,4.2,0.837,0
3876,看不慣,2.7,1.095,5.4,1.342,11
3877,看不過去,2.7,1.095,5.4,1.342,11
3878,納悶,3.9,0.894,4.2,1.304,18
3879,無能為力,2,0.935,3.4,1.517,29
3880,超悶,2.1,1.14,4.9,1.245,0
3881,過頭,2.8,0.447,5.8,0.57,12
3882,離譜,1.9,0.742,6.4,1.194,27
3883,鬆垮,2.6,1.342,5.3,1.483,0
3884,超越,6.5,0.707,6.7,0.671,297
3885,精準,7.5,1,6.1,1.517,14
3886,頗佳,7.1,0.894,6.2,1.525,14
3887,優越,7.7,1.304,6.1,1.025,58
3888,應有盡有,6.9,0.224,6.1,1.557,32
3889,難聽,2.7,0.837,5.9,1.14,14
3890,顛簸,3.6,0.418,5.7,1.204,7
3891,繁雜,3.7,0.975,5.2,1.483,23
3892,龐雜,3.6,0.418,5,1.225,9
3893,嚴苛,3.2,1.151,5.8,1.525,19
3894,簡約,6.1,1.14,3.8,1.483,6
3895,豐收,7.2,1.151,6.7,1.204,50
3896,穩當,7.3,1.151,4.6,1.14,7
3897,難能可貴,7.4,1.14,7,1.173,17
3898,瀟灑,7.1,1.294,6,1.414,38
3899,曬傷,3.2,0.908,6.4,1.517,6
3900,纖弱,3.9,1.14,3.8,1.255,4
3901,變心,2.3,0.837,7,1.275,4
3902,變態,1.7,0.671,8,0.935,15
3903,驟變,3.1,1.14,7,1.414,0
3904,驚艷,6.7,0.447,7.6,0.652,11
3905,驚豔,6.7,0.447,7.6,0.652,5
3906,不可小覷,6.7,0.975,6.2,1.304,0
3907,不亞於,6.1,0.894,4.7,0.837,19
3908,充盈,6.3,0.447,5.4,0.962,0
3909,包容,6.7,0.908,4,1.458,58
3910,出言不遜,3.1,0.962,7.7,0.975,0
3911,白費,2.8,1.095,5.5,1.5,15
3912,吃不消,3.1,0.418,5.7,1.204,14
3913,自恃,3.8,0.758,5.4,1.14,0
3914,冷落,2.9,0.548,4.3,1.396,16
3915,專精,7.6,1.084,5.1,1.025,30
3916,崇尚,7,1.061,6,1.458,26
3917,眷戀,6.5,0.612,5.3,1.204,10
3918,喜獲,7.3,0.671,7.7,0.671,0
3919,榮獲,7.5,0.5,7.6,0.894,75
3920,耗盡,3.7,1.037,5.7,1.483,15
3921,臭死,1.6,0.652,7.1,1.342,0
3922,記錯,3.1,0.548,4.6,1.517,7
3923,混雜,3.1,0.742,4.4,1.517,19
3924,滋生,3.1,1.14,3.8,1.643,18
3925,獨具慧眼,6.9,0.548,5.2,1.789,0
3926,愛戴,7.1,0.548,5.6,1.673,10
3927,聽得懂,6.4,1.084,4.3,1.718,0
3928,超難,2.9,0.894,6.4,1.14,0
3929,離題,2.9,0.742,5.3,1.396,5
3930,變臭,2.1,0.894,6.7,1.565,0
3931,變扁,3.3,1.304,4.5,1.581,0
3932,無法自拔,3.9,1.194,6.5,1.5,0
3933,奢求,4.1,1.245,6.4,0.652,5
3934,猜不透,3.3,0.837,3.7,1.483,0
3935,痛感,2.8,0.758,6.4,0.418,0
3936,無神,3.9,0.742,2.4,1.14,4
3937,漏電,3.7,1.204,6.1,1.517,0
3938,離異,2.9,0.548,5.1,1.517,9
3939,曠日廢時,2.6,1.14,3.6,1.342,4
3940,精進,7,0.707,6.2,0.837,53
3941,療癒,7.1,0.548,4.6,1.14,0
3942,繁華,7.7,0.447,6,1.581,82
3943,臨危不亂,7.5,0.5,4,1.414,0
3944,舉足輕重,6.2,1.304,5.7,1.204,28
3945,難懂,3.4,0.652,4,1.414,11
3946,騷包,3.6,1.14,5.2,1.525,5
3947,鐵齒,3.3,0.837,4.7,1.304,13
3948,霸道,3,1.275,7.3,1.565,17
3949,黯然失色,2.9,0.548,4.2,1.643,6
3950,優渥,7.9,0.548,5,1.414,13
3951,豐盛,7.7,0.447,5.1,1.342,38
3952,穩如泰山,7.3,0.837,3.3,1.095,0
3953,繽紛,7.8,0.274,5.8,1.304,30
3954,釋懷,6.8,0.758,3.3,1.304,14
3955,變老,4.3,0.671,3.2,1.304,0
3956,變嫩,6.3,1.095,3.9,1.517,0
3957,鬱悶,2.6,0.894,3.9,1.432,20
3958,不及,2.2,1.304,4.6,1.517,75
3959,比不上,2.2,1.304,4.6,1.517,61
3960,心疼,2.8,1.304,6.3,1.095,49
3961,驚為天人,8.3,0.447,8.5,0.5,0
3962,回味,6.4,1.14,4.6,1.194,49
3963,佩服,7.6,0.962,6.4,0.894,86
3964,保佑,6.8,1.255,5,0.707,29
3965,看重,6.5,0.5,6.5,1,30
3966,改變不了,3.6,1.194,3.6,1.342,0
3967,屈就,3.1,0.894,4.2,1.643,5
3968,抵不過,3.6,1.14,3.8,1.643,0
3969,拘泥,3.4,1.387,3.8,1.304,31
3970,放不下,3.1,1.342,5.3,1.483,12
3971,萌,7.1,0.418,5.6,1.14,4
3972,愛惜,6,0.707,4.8,1.605,44
3973,跟得上,6.3,0.975,4.8,1.304,0
3974,獨享,6.2,0.908,6.2,1.643,7
3975,震撼,5.3,1.789,7.6,0.822,79
3976,耗損,4,1.225,5.2,1.643,9
3977,損耗,4,1.225,5.2,1.643,9
3978,傷透,2.6,0.418,7.6,1.517,7
3979,嫌棄,2.4,1.14,6.1,1.245,6
3980,愧對,3,0.707,5.4,1.14,0
3981,損及,3,0,4,1.581,12
3982,贏過,7.3,0.447,6.2,0.447,0
3983,歡度,7.5,0.866,6.6,1.084,12
3984,乾脆,6.1,1.245,5.8,1.304,167
3985,變鈍,3.5,0.707,3,0.707,0
3986,不堪,2.9,0.894,5,1.414,93
3987,分不清楚,3.8,0.447,3.8,1.44,0
3988,遺忘,3.3,0.671,3.6,1.817,80
3989,昏暗,3.7,1.204,3.1,1.517,24
3990,美中不足,3.2,0.837,4.7,1.565,17
3991,一氣呵成,7.4,1.14,7.6,1.14,8
3992,大名鼎鼎,7.8,1.095,7.3,0.837,11
3993,不雅,3.2,0.447,4.4,0.894,7
3994,天下無敵,8.8,0.447,8.1,0.224,0
3995,水腫,3,1.225,4.2,0.837,13
3996,出血,2.4,1.14,6.8,1.483,61
3997,平分秋色,5.4,0.894,4,1.225,0
3998,合情合理,5.6,0.894,3.8,1.304,10
3999,生鏽,3.4,1.14,2.8,1.304,18
4000,失竊,1.6,0.548,6.4,1.342,15
4001,三生有幸,6.4,1.14,6.8,1.304,0
4002,中風,1.4,0.548,7,1.871,47
4003,心急,3,1,8,1.225,17
4004,出線,5.8,0.837,5.6,0.894,21
