,Word,V_normalization,A_normalization
5462,柔柔亮亮,0.72,0.47
5463,柔弱,0.47,0.24
5464,柔嫩,0.68,0.4
5465,柔柔嫩嫩,0.68,0.4
5466,粉嫩,0.7,0.4
5467,粉粉嫩嫩,0.7,0.4
5468,純凈,0.72,0.25
5469,素雅,0.65,0.26
5470,乾硬,0.24,0.53
5471,乾裂,0.19,0.59
5472,乾癟,0.21,0.51
5473,乾癢,0.25,0.61
5474,堅挺,0.68,0.4
5475,淡雅,0.68,0.19
5476,淨白滑嫩,0.82,0.44
5477,清純,0.6,0.36
5478,清甜,0.61,0.4
5479,細致,0.6,0.3
5480,軟嫩,0.61,0.53
5481,晶瑩剔透,0.85,0.69
5482,無眉怪,0.24,0.59
5483,舒爽,0.69,0.54
5484,嗆鼻,0.19,0.7
5485,圓滑,0.68,0.3
5486,圓滾滾,0.51,0.43
5487,圓潤,0.59,0.39
5488,塗不勻,0.3,0.59
5489,暗沈,0.21,0.53
5490,暗沉,0.21,0.53
5491,黯沉,0.21,0.53
5492,暗變亮,0.7,0.66
5493,滑順好塗,0.76,0.62
5494,滑嫩,0.72,0.54
5495,滑膩,0.5,0.49
5496,群芳爭艷,0.79,0.62
5497,嫩滑,0.72,0.54
5498,蒼白,0.29,0.4
5499,輕盈,0.75,0.47
5500,嬌柔,0.68,0.22
5501,嬌貴,0.62,0.25
5502,嬌嫩,0.61,0.33
5503,皺裂,0.12,0.56
5504,濃豔,0.6,0.56
5505,鮮嫩,0.75,0.45
5506,黏悶,0.22,0.57
5507,黏膩,0.21,0.6
5508,艷麗,0.6,0.44
5509,豔麗,0.6,0.44
5510,苗條,0.71,0.35
5511,修長,0.75,0.44
